#domain,#severity,#reject_media,#reject_reports,#public_comment,#obfuscate
apontaeclica.com,suspend,false,false,Soapbox detected on apontaeclica.com at 2024-01-19 by soapblock.sh,false
arielbecker.com,suspend,false,false,Soapbox detected on pleroma.arielbecker.com at 2024-02-03 by soapblock.sh,false
arinbasu.online,suspend,false,false,Soapbox detected on social.arinbasu.online at 2023-08-05 by soapblock.sh,false
as59715.net,suspend,false,false,Soapbox detected on social.as59715.net at 2023-08-05 by soapblock.sh,false
awoo.fyi,suspend,false,false,Soapbox detected on awoo.fyi at 2023-08-05 by soapblock.sh,false
aylett.co.uk,suspend,false,false,Soapbox detected on social.aylett.co.uk at 2024-02-03 by soapblock.sh,false
ayotocorp.com,suspend,false,false,Soapbox detected on pfeed.ayotocorp.com at 2023-08-05 by soapblock.sh,false
azazel.fun,suspend,false,false,Soapbox detected on tw.azazel.fun at 2023-08-05 by soapblock.sh,false
b10m.net,suspend,false,false,Soapbox detected on social.b10m.net at 2023-08-05 by soapblock.sh,false
baraposting.online,suspend,false,false,Soapbox detected on baraposting.online at 2024-01-19 by soapblock.sh,false
bearvideo.win,suspend,false,false,Soapbox detected on bearvideo.win at 2023-08-05 by soapblock.sh,false
beausejour.social,suspend,false,false,Soapbox detected on beausejour.social at 2023-08-05 by soapblock.sh,false
beep.africa,suspend,false,false,Soapbox detected on beep.africa at 2024-01-19 by soapblock.sh,false
bepis.racing,suspend,false,false,Soapbox detected on team.bepis.racing at 2024-03-28 by soapblock.sh,false
biendeo.com,suspend,false,false,Soapbox detected on m.biendeo.com at 2023-08-05 by soapblock.sh,false
binarycounter.net,suspend,false,false,Soapbox detected on fedi.binarycounter.net at 2023-08-13 by soapblock.sh,false
biocomm.net,suspend,false,false,Soapbox detected on longcovid.biocomm.net at 2023-08-13 by soapblock.sh,false
bird.band,suspend,false,false,Soapbox detected on bird.band at 2023-08-05 by soapblock.sh,false
borj.org,suspend,false,false,Soapbox detected on nebula.borj.org at 2023-08-12 by soapblock.sh,false
bosio.info,suspend,false,false,Soapbox detected on soap.bosio.info at 2024-02-03 by soapblock.sh,false
boymilk.cafe,suspend,false,false,Soapbox detected on boymilk.cafe at 2024-03-28 by soapblock.sh,false
brainport.social,suspend,false,false,Soapbox detected on brainport.social at 2023-08-05 by soapblock.sh,false
brandonage.xyz,suspend,false,false,Soapbox detected on smile.brandonage.xyz at 2023-08-12 by soapblock.sh,false
brettiverse.com,suspend,false,false,Soapbox detected on brettiverse.com at 2023-08-11 by soapblock.sh,false
brockha.us,suspend,false,false,Soapbox detected on brockha.us at 2023-08-05 by soapblock.sh,false
brodi.me,suspend,false,false,Soapbox detected on pl.brodi.me at 2023-08-05 by soapblock.sh,false
btrfly.social,suspend,false,false,Soapbox detected on btrfly.social at 2023-08-05 by soapblock.sh,false
bussy.monster,suspend,false,false,Soapbox detected on bussy.monster at 2023-08-11 by soapblock.sh,false
c.wtf,suspend,false,false,Soapbox detected on c.wtf at 2023-08-05 by soapblock.sh,false
calders.us,suspend,false,false,Soapbox detected on calders.us at 2023-08-11 by soapblock.sh,false
cantrika.id,suspend,false,false,Soapbox detected on cantrika.id at 2024-01-19 by soapblock.sh,false
carbonnotes.zone,suspend,false,false,Soapbox detected on pleroma.carbonnotes.zone at 2023-08-12 by soapblock.sh,false
caruso.one,suspend,false,false,Soapbox detected on social.caruso.one at 2023-08-12 by soapblock.sh,false
cd0.nl,suspend,false,false,Soapbox detected on cd0.nl at 2023-08-05 by soapblock.sh,false
celestia.social,suspend,false,false,Soapbox detected on mstdn.celestia.social at 2023-08-19 by soapblock.sh,false
chalec.org,suspend,false,false,Soapbox detected on toot.chalec.org at 2023-08-12 by soapblock.sh,false
chamba.social,suspend,false,false,Soapbox detected on soapbox.chamba.social at 2023-08-05 by soapblock.sh,false
charcha.cc,suspend,false,false,Soapbox detected on charcha.cc at 2023-08-05 by soapblock.sh,false
chiptune.uk,suspend,false,false,Soapbox detected on some.chiptune.uk at 2023-08-05 by soapblock.sh,false
citizensoasis.com,suspend,false,false,Soapbox detected on social.citizensoasis.com at 2023-08-13 by soapblock.sh,false
coffeeeldritch.art,suspend,false,false,Soapbox detected on coffeeeldritch.art at 2023-08-11 by soapblock.sh,false
collabfc.com,suspend,false,false,Soapbox detected on lounge.collabfc.com at 2023-09-28 by soapblock.sh,false
colony.red,suspend,false,false,Soapbox detected on colony.red at 2024-01-19 by soapblock.sh,false
concho.bar,suspend,false,false,Soapbox detected on p.concho.bar at 2023-08-05 by soapblock.sh,false
confraria.xyz,suspend,false,false,Soapbox detected on confraria.xyz at 2024-03-28 by soapblock.sh,false
corkboard.social,suspend,false,false,Soapbox detected on corkboard.social at 2023-08-05 by soapblock.sh,false
cosmicfir.es,suspend,false,false,Soapbox detected on cosmicfir.es at 2023-08-05 by soapblock.sh,false
cr4.pw,suspend,false,false,Soapbox detected on social.cr4.pw at 2023-08-05 by soapblock.sh,false
crashed.org,suspend,false,false,Soapbox detected on soc.crashed.org at 2023-08-05 by soapblock.sh,false
craveiro.pt,suspend,false,false,Soapbox detected on rants.craveiro.pt at 2023-08-12 by soapblock.sh,false
cubes.link,suspend,false,false,Soapbox detected on cubes.link at 2023-08-05 by soapblock.sh,false
cvrkut.com,suspend,false,false,Soapbox detected on cvrkut.com at 2024-05-07 by soapblock.sh,false
cyber.gent,suspend,false,false,Soapbox detected on pleroma.cyber.gent at 2023-08-15 by soapblock.sh,false
dadalo.pl,suspend,false,false,Soapbox detected on signal.dadalo.pl at 2024-02-03 by soapblock.sh,false
dansonline.space,suspend,false,false,Soapbox detected on dansonline.space at 2024-05-07 by soapblock.sh,false
dansu.org,suspend,false,false,Soapbox detected on dansu.org at 2023-08-05 by soapblock.sh,false
dark-alexandr.net,suspend,false,false,Soapbox detected on pleroma.dark-alexandr.net at 2023-08-12 by soapblock.sh,false
dasaku.net,suspend,false,false,Soapbox detected on key.dasaku.net at 2023-08-05 by soapblock.sh,false
datenkastl.de,suspend,false,false,Soapbox detected on fedi.datenkastl.de at 2023-08-11 by soapblock.sh,false
dawdle.space,suspend,false,false,Soapbox detected on social.dawdle.space at 2023-08-12 by soapblock.sh,false
dcentralisedmedia.com,suspend,false,false,Soapbox detected on dcentralisedmedia.com at 2023-08-11 by soapblock.sh,false
deadreckoning.cc,suspend,false,false,Soapbox detected on deadreckoning.cc at 2023-08-05 by soapblock.sh,false
debula.ml,suspend,false,false,Soapbox detected on debula.ml at 2024-01-19 by soapblock.sh,false
defake.app,suspend,false,false,Soapbox detected on we.defake.app at 2023-08-05 by soapblock.sh,false
defenestrate.it,suspend,false,false,Soapbox detected on social.defenestrate.it at 2023-08-12 by soapblock.sh,false
delta9.me,suspend,false,false,Soapbox detected on delta9.me at 2023-08-05 by soapblock.sh,false
denseanalysis.org,suspend,false,false,Soapbox detected on social.denseanalysis.org at 2024-02-03 by soapblock.sh,false
dirigibly.ltd,suspend,false,false,Soapbox detected on social.dirigibly.ltd at 2023-08-05 by soapblock.sh,false
disequilibrium.org,suspend,false,false,Soapbox detected on disequilibrium.org at 2023-08-05 by soapblock.sh,false
dline.xyz,suspend,false,false,Soapbox detected on dline.xyz at 2023-08-11 by soapblock.sh,false
doom.broker,suspend,false,false,Soapbox detected on social.doom.broker at 2023-08-05 by soapblock.sh,false
dovac.org,suspend,false,false,Soapbox detected on dovac.org at 2023-08-05 by soapblock.sh,false
dox.land,suspend,false,false,Soapbox detected on dox.land at 2023-08-05 by soapblock.sh,false
drcassone.social,suspend,false,false,Soapbox detected on drcassone.social at 2023-08-05 by soapblock.sh,false
dsocialize.net,suspend,false,false,Soapbox detected on dsocialize.net at 2023-08-11 by soapblock.sh,false
duckchat.me,suspend,false,false,Soapbox detected on duckchat.me at 2023-08-05 by soapblock.sh,false
ehnit.com,suspend,false,false,Soapbox detected on ehnit.com at 2023-08-05 by soapblock.sh,false
eicht.me,suspend,false,false,Soapbox detected on social.eicht.me at 2023-08-05 by soapblock.sh,false
el-spot.xyz,suspend,false,false,Soapbox detected on el-spot.xyz at 2023-08-05 by soapblock.sh,false
electrospek.com,suspend,false,false,Soapbox detected on electrospek.com at 2024-03-28 by soapblock.sh,false
encipher.in,suspend,false,false,Soapbox detected on dusk.encipher.in at 2023-08-13 by soapblock.sh,false
encryptomatic.com,suspend,false,false,Soapbox detected on social.encryptomatic.com at 2023-08-05 by soapblock.sh,false
endur4.com,suspend,false,false,Soapbox detected on soc.endur4.com at 2023-08-23 by soapblock.sh,false
enj0y.net,suspend,false,false,Soapbox detected on s.enj0y.net at 2023-08-13 by soapblock.sh,false
entire.vc,suspend,false,false,Soapbox detected on entire.vc at 2023-08-05 by soapblock.sh,false
esmailelbob.xyz,suspend,false,false,Soapbox detected on social.esmailelbob.xyz at 2023-08-12 by soapblock.sh,false
espeweb.net,suspend,false,false,Soapbox detected on social.espeweb.net at 2023-08-05 by soapblock.sh,false
eter9.com,suspend,false,false,Soapbox detected on eter9.com at 2023-08-05 by soapblock.sh,false
etr.ist,suspend,false,false,Soapbox detected on po.etr.ist at 2023-08-12 by soapblock.sh,false
evansims.com,suspend,false,false,Soapbox detected on social.evansims.com at 2023-08-15 by soapblock.sh,false
evazero.club,suspend,false,false,Soapbox detected on dev.evazero.club at 2024-01-19 by soapblock.sh,false
ewatchers.org,suspend,false,false,Soapbox detected on social.ewatchers.org at 2023-08-12 by soapblock.sh,false
fabean.xyz,suspend,false,false,Soapbox detected on social.fabean.xyz at 2023-08-05 by soapblock.sh,false
fajtak.at,suspend,false,false,Soapbox detected on pleroma.leopold.fajtak.at at 2024-02-03 by soapblock.sh,false
fanlan.net,suspend,false,false,Soapbox detected on fedi.fanlan.net at 2023-08-23 by soapblock.sh,false
february.social,suspend,false,false,Soapbox detected on february.social at 2023-08-05 by soapblock.sh,false
fediverse.pl,suspend,false,false,Soapbox detected on pl.fediverse.pl at 2023-08-11 by soapblock.sh,false
fetziverse.de,suspend,false,false,Soapbox detected on social.fetziverse.de at 2023-08-05 by soapblock.sh,false
fgc.network,suspend,false,false,Soapbox detected on fgc.network at 2023-08-11 by soapblock.sh,false
floyds.io,suspend,false,false,Soapbox detected on floyds.io at 2023-08-11 by soapblock.sh,false
fo.am,suspend,false,false,Soapbox detected on fff.fo.am at 2023-08-15 by soapblock.sh,false
2.distsn.org,suspend,false,false,"",false
foxden.party,suspend,false,false,Soapbox detected on pleroma.foxden.party at 2023-08-12 by soapblock.sh,false
foxy.social,suspend,false,false,Soapbox detected on soapbox.foxy.social at 2023-08-05 by soapblock.sh,false
foygl.com,suspend,false,false,Soapbox detected on foygl.com at 2023-08-05 by soapblock.sh,false
freezepeach.online,suspend,false,false,Soapbox detected on freezepeach.online at 2023-08-05 by soapblock.sh,false
fsmi.social,suspend,false,false,Soapbox detected on fsmi.social at 2023-08-05 by soapblock.sh,false
ful.social,suspend,false,false,Soapbox detected on ful.social at 2023-08-05 by soapblock.sh,false
funky.at,suspend,false,false,Soapbox detected on social.funky.at at 2023-08-12 by soapblock.sh,false
gajsin.name,suspend,false,false,Soapbox detected on social.gajsin.name at 2023-08-12 by soapblock.sh,false
gei.st,suspend,false,false,Soapbox detected on gei.st at 2023-09-28 by soapblock.sh,false
gigaohm.bio,suspend,false,false,Soapbox detected on gigaohm.bio at 2023-08-05 by soapblock.sh,false
giov.dev,suspend,false,false,Soapbox detected on fediv.giov.dev at 2023-08-11 by soapblock.sh,false
gleasonator.dev,suspend,false,false,Soapbox detected on gleasonator.dev at 2024-01-20 by soapblock.sh,false
goyim.social,suspend,false,false,Soapbox detected on goyim.social at 2024-03-28 by soapblock.sh,false
gozou.moe,suspend,false,false,Soapbox detected on pl.gozou.moe at 2024-02-03 by soapblock.sh,false
gtfo.social,suspend,false,false,Soapbox detected on gtfo.social at 2023-08-05 by soapblock.sh,false
happytoo.cyou,suspend,false,false,Soapbox detected on happytoo.cyou at 2023-08-12 by soapblock.sh,false
haskell.social,suspend,false,false,Soapbox detected on haskell.social at 2024-02-03 by soapblock.sh,false
hayu.sh,suspend,false,false,Soapbox detected on hayu.sh at 2023-08-05 by soapblock.sh,false
headcannon.xyz,suspend,false,false,Soapbox detected on headcannon.xyz at 2023-08-05 by soapblock.sh,false
hell0friend.de,suspend,false,false,Soapbox detected on social.hell0friend.de at 2023-08-05 by soapblock.sh,false
here.blue,suspend,false,false,Soapbox detected on social.here.blue at 2023-08-12 by soapblock.sh,false
hermit.cafe,suspend,false,false,Soapbox detected on hermit.cafe at 2023-08-05 by soapblock.sh,false
hinter.bayern,suspend,false,false,Soapbox detected on social.hinter.bayern at 2023-08-05 by soapblock.sh,false
hitomi.dev,suspend,false,false,Soapbox detected on fedi.hitomi.dev at 2023-08-15 by soapblock.sh,false
hodltech.com,suspend,false,false,Soapbox detected on hodltech.com at 2023-08-12 by soapblock.sh,false
homelab.host,suspend,false,false,Soapbox detected on homelab.host at 2023-08-12 by soapblock.sh,false
hvn.network,suspend,false,false,Soapbox detected on fed.hvn.network at 2023-08-11 by soapblock.sh,false
ichibi.eu,suspend,false,false,Soapbox detected on social.ichibi.eu at 2023-08-12 by soapblock.sh,false
iero.org,suspend,false,false,Soapbox detected on rebel.iero.org at 2023-08-05 by soapblock.sh,false
impeccable.social,suspend,false,false,Soapbox detected on impeccable.social at 2023-08-05 by soapblock.sh,false
incipientjoy.com,suspend,false,false,Soapbox detected on incipientjoy.com at 2023-08-12 by soapblock.sh,false
incorrigible.moe,suspend,false,false,Soapbox detected on shitposting.on.incorrigible.moe at 2023-08-05 by soapblock.sh,false
indytelegraph.com,suspend,false,false,Soapbox detected on indytelegraph.com at 2023-08-05 by soapblock.sh,false
is4.site,suspend,false,false,Soapbox detected on pub.is4.site at 2023-08-12 by soapblock.sh,false
itm.osaka,suspend,false,false,Soapbox detected on social.itm.osaka at 2023-08-05 by soapblock.sh,false
j4nk.dev,suspend,false,false,Soapbox detected on j4nk.dev at 2023-08-05 by soapblock.sh,false
jacksonhomestead.me,suspend,false,false,Soapbox detected on jacksonhomestead.me at 2023-08-05 by soapblock.sh,false
jascha.wtf,suspend,false,false,Soapbox detected on soc.jascha.wtf at 2023-08-12 by soapblock.sh,false
jasonsanta.xyz,suspend,false,false,Soapbox detected on social.jasonsanta.xyz at 2023-08-05 by soapblock.sh,false
jawsh.xyz,suspend,false,false,Soapbox detected on social.jawsh.xyz at 2023-08-12 by soapblock.sh,false
jcaicedo.com,suspend,false,false,Soapbox detected on mastodon.jcaicedo.com at 2024-01-20 by soapblock.sh,false
jollyville.net,suspend,false,false,Soapbox detected on jollyville.net at 2023-08-05 by soapblock.sh,false
joshtriplett.org,suspend,false,false,Soapbox detected on social.joshtriplett.org at 2024-02-03 by soapblock.sh,false
joshuaochs.com,suspend,false,false,Soapbox detected on social.joshuaochs.com at 2024-02-03 by soapblock.sh,false
jvpiter.net,suspend,false,false,Soapbox detected on jvpiter.net at 2023-08-12 by soapblock.sh,false
kaosteam.net,suspend,false,false,Soapbox detected on wave.kaosteam.net at 2023-08-12 by soapblock.sh,false
kazv.moe,suspend,false,false,Soapbox detected on wa.kazv.moe at 2023-08-05 by soapblock.sh,false
khajiit.tech,suspend,false,false,Soapbox detected on khajiit.tech at 2023-08-05 by soapblock.sh,false
killrobot.com,suspend,false,false,Soapbox detected on pub.killrobot.com at 2023-08-05 by soapblock.sh,false
killyour.dad,suspend,false,false,Soapbox detected on killyour.dad at 2023-08-13 by soapblock.sh,false
klickaa.com,suspend,false,false,Soapbox detected on klickaa.com at 2023-08-13 by soapblock.sh,false
kwaa.moe,suspend,false,false,Soapbox detected on kwaa.moe at 2023-08-12 by soapblock.sh,false
kwot.in,suspend,false,false,Soapbox detected on kwot.in at 2023-08-05 by soapblock.sh,false
labmonkeys.space,suspend,false,false,Soapbox detected on social.labmonkeys.space at 2023-08-12 by soapblock.sh,false
lacaveatonton.ovh,suspend,false,false,Soapbox detected on social.lacaveatonton.ovh at 2023-08-05 by soapblock.sh,false
langsec.social,suspend,false,false,Soapbox detected on langsec.social at 2023-08-12 by soapblock.sh,false
lasanha.org,suspend,false,false,Soapbox detected on social.lasanha.org at 2023-08-12 by soapblock.sh,false
leadslinger.org,suspend,false,false,Soapbox detected on leadslinger.org at 2023-08-12 by soapblock.sh,false
lehtiin.eu,suspend,false,false,Soapbox detected on nsfw.lehtiin.eu at 2024-02-03 by soapblock.sh,false
liquichat.com,suspend,false,false,Soapbox detected on x.liquichat.com at 2023-08-30 by soapblock.sh,false
llamarific.social,suspend,false,false,Soapbox detected on chatter.llamarific.social at 2023-08-05 by soapblock.sh,false
luizpicolo.com.br,suspend,false,false,Soapbox detected on social.luizpicolo.com.br at 2023-08-05 by soapblock.sh,false
lukepreston.xyz,suspend,false,false,Soapbox detected on social.lukepreston.xyz at 2023-08-12 by soapblock.sh,false
luxiferapp.com,suspend,false,false,Soapbox detected on social.luxiferapp.com at 2024-02-03 by soapblock.sh,false
makemake.site,suspend,false,false,Soapbox detected on pleroma.makemake.site at 2023-08-05 by soapblock.sh,false
malan.family,suspend,false,false,Soapbox detected on social.malan.family at 2023-09-28 by soapblock.sh,false
maneisacutie.club,suspend,false,false,Soapbox detected on fedi.maneisacutie.club at 2023-08-11 by soapblock.sh,false
manganiello.social,suspend,false,false,Soapbox detected on manganiello.social at 2024-02-03 by soapblock.sh,false
marsey.moe,suspend,false,false,Soapbox detected on marsey.moe at 2023-08-05 by soapblock.sh,false
masto.dontexist.org,suspend,false,false,Soapbox detected on masto.dontexist.org at 2023-08-30 by soapblock.sh,false
mastodon.tech,suspend,false,false,Soapbox detected on mastodon.tech at 2023-08-12 by soapblock.sh,false
mattrnet.org,suspend,false,false,Soapbox detected on social.mattrnet.org at 2023-08-12 by soapblock.sh,false
mayson.us,suspend,false,false,Soapbox detected on mayson.us at 2023-09-28 by soapblock.sh,false
mcrail.top,suspend,false,false,Soapbox detected on bbs.mcrail.top at 2024-05-07 by soapblock.sh,false
meneeraart.nl,suspend,false,false,Soapbox detected on pleroma.meneeraart.nl at 2023-08-12 by soapblock.sh,false
miantiao.me,suspend,false,false,Soapbox detected on miantiao.me at 2024-02-03 by soapblock.sh,false
microblog.club,suspend,false,false,Soapbox detected on microblog.club at 2023-08-05 by soapblock.sh,false
milkers.online,suspend,false,false,Soapbox detected on milkers.online at 2023-08-05 by soapblock.sh,false
minaduki.dev,suspend,false,false,Soapbox detected on soapbox.minaduki.dev at 2023-08-05 by soapblock.sh,false
minecloud.ro,suspend,false,false,Soapbox detected on pleroma.minecloud.ro at 2023-08-05 by soapblock.sh,false
mnh48.moe,suspend,false,false,Soapbox detected on social.mnh48.moe at 2023-08-12 by soapblock.sh,false
mooneyed.de,suspend,false,false,Soapbox detected on social.mooneyed.de at 2024-02-03 by soapblock.sh,false
moonlight-party.net,suspend,false,false,Soapbox detected on moonlight-party.net at 2023-08-12 by soapblock.sh,false
moron.city,suspend,false,false,Soapbox detected on moron.city at 2023-08-12 by soapblock.sh,false
mostr.pub,suspend,false,false,Soapbox detected on mostr.pub at 2023-08-05 by soapblock.sh,false
mountaincommunity.co,suspend,false,false,Soapbox detected on mountaincommunity.co at 2023-08-05 by soapblock.sh,false
moyu.la,suspend,false,false,Soapbox detected on moyu.la at 2024-02-03 by soapblock.sh,false
murderhobos.party,suspend,false,false,Soapbox detected on toot.murderhobos.party at 2023-08-12 by soapblock.sh,false
navisocial.club,suspend,false,false,Soapbox detected on navisocial.club at 2024-02-03 by soapblock.sh,false
neevt.com,suspend,false,false,Soapbox detected on neevt.com at 2023-08-15 by soapblock.sh,false
neighborli.xyz,suspend,false,false,Soapbox detected on neighborli.xyz at 2023-08-12 by soapblock.sh,false
neondemons.net,suspend,false,false,Soapbox detected on neondemons.net at 2023-08-05 by soapblock.sh,false
netfg.net,suspend,false,false,Soapbox detected on netfg.net at 2024-02-03 by soapblock.sh,false
nextworldherbalism.party,suspend,false,false,Soapbox detected on nextworldherbalism.party at 2023-08-05 by soapblock.sh,false
nix.ac,suspend,false,false,Soapbox detected on nix.ac at 2024-02-03 by soapblock.sh,false
nodemixaholic.com,suspend,false,false,Soapbox detected on nodemixaholic.com at 2023-08-05 by soapblock.sh,false
noexce.pt,suspend,false,false,Soapbox detected on noexce.pt at 2023-08-12 by soapblock.sh,false
ntauthority.me,suspend,false,false,Soapbox detected on d.ntauthority.me at 2024-01-19 by soapblock.sh,false
nth.io,suspend,false,false,Soapbox detected on nth.io at 2024-02-03 by soapblock.sh,false
o-k-i.net,suspend,false,false,Soapbox detected on bokantaj.o-k-i.net at 2024-03-28 by soapblock.sh,false
occulti.ca,suspend,false,false,Soapbox detected on social.occulti.ca at 2023-08-12 by soapblock.sh,false
olender.me,suspend,false,false,Soapbox detected on olender.me at 2023-08-12 by soapblock.sh,false
oomurosakura.co,suspend,false,false,Soapbox detected on pleroma.oomurosakura.co at 2024-02-03 by soapblock.sh,false
openmtx.com,suspend,false,false,Soapbox detected on fedi.openmtx.com at 2023-08-15 by soapblock.sh,false
orwell.fun,suspend,false,false,Soapbox detected on orwell.fun at 2023-08-05 by soapblock.sh,false
otr.rocks,suspend,false,false,Soapbox detected on otr.rocks at 2024-02-03 by soapblock.sh,false
pajcevina.net,suspend,false,false,Soapbox detected on pajcevina.net at 2023-08-05 by soapblock.sh,false
pal.icu,suspend,false,false,Soapbox detected on dev.pal.icu at 2023-08-11 by soapblock.sh,false
pals.chat,suspend,false,false,Soapbox detected on pals.chat at 2023-08-12 by soapblock.sh,false
paradigm-x.tokyo,suspend,false,false,Soapbox detected on amami.paradigm-x.tokyo at 2023-08-05 by soapblock.sh,false
pastwind.top,suspend,false,false,Soapbox detected on light.pastwind.top at 2023-08-13 by soapblock.sh,false
pcwizards.nl,suspend,false,false,Soapbox detected on fedi.pcwizards.nl at 2023-08-05 by soapblock.sh,false
penner.party,suspend,false,false,Soapbox detected on social.penner.party at 2023-08-12 by soapblock.sh,false
petrolkorps.cc,suspend,false,false,Soapbox detected on petrolkorps.cc at 2023-08-05 by soapblock.sh,false
pfiffimus.de,suspend,false,false,Soapbox detected on pfiffimus.de at 2023-08-12 by soapblock.sh,false
pheme.au,suspend,false,false,Soapbox detected on pheme.au at 2023-08-12 by soapblock.sh,false
planetrage.social,suspend,false,false,Soapbox detected on planetrage.social at 2024-02-03 by soapblock.sh,false
pleroma.in.th,suspend,false,false,Soapbox detected on pleroma.in.th at 2023-08-05 by soapblock.sh,false
pleromer.net,suspend,false,false,Soapbox detected on pleromer.net at 2023-08-05 by soapblock.sh,false
podcastalot.com,suspend,false,false,Soapbox detected on plrm.podcastalot.com at 2023-08-12 by soapblock.sh,false
podkos.xyz,suspend,false,false,Soapbox detected on podkos.xyz at 2023-08-12 by soapblock.sh,false
pogfish.party,suspend,false,false,Soapbox detected on pogfish.party at 2024-02-03 by soapblock.sh,false
polynom.me,suspend,false,false,Soapbox detected on social.polynom.me at 2024-02-03 by soapblock.sh,false
postblue.social,suspend,false,false,Soapbox detected on postblue.social at 2023-08-05 by soapblock.sh,false
postnstuffds.lol,suspend,false,false,Soapbox detected on postnstuffds.lol at 2023-08-05 by soapblock.sh,false
pp-social.com,suspend,false,false,Soapbox detected on pp-social.com at 2024-02-03 by soapblock.sh,false
prado.it,suspend,false,false,Soapbox detected on social.prado.it at 2023-08-05 by soapblock.sh,false
protectors.moe,suspend,false,false,Soapbox detected on social.protectors.moe at 2023-08-05 by soapblock.sh,false
pythia.cloud,suspend,false,false,Soapbox detected on hub.pythia.cloud at 2023-08-05 by soapblock.sh,false
quickapps.com.mx,suspend,false,false,Soapbox detected on mobile.quickapps.com.mx at 2023-08-05 by soapblock.sh,false
quietrelay.com,suspend,false,false,Soapbox detected on pleroma.quietrelay.com at 2024-03-28 by soapblock.sh,false
rabbithou.se,suspend,false,false,Soapbox detected on rabbithou.se at 2023-08-05 by soapblock.sh,false
rally.guide,suspend,false,false,Soapbox detected on rally.guide at 2023-08-05 by soapblock.sh,false
rbq.social,suspend,false,false,Soapbox detected on pleroma.rbq.social at 2023-08-12 by soapblock.sh,false
rebased.io,suspend,false,false,Soapbox detected on rebased.io at 2023-08-05 by soapblock.sh,false
rebased.network,suspend,false,false,Soapbox detected on social.rebased.network at 2023-08-05 by soapblock.sh,false
rebased.social,suspend,false,false,Soapbox detected on rebased.social at 2023-08-05 by soapblock.sh,false
redplanetlabs.com,suspend,false,false,Soapbox detected on mastodon.redplanetlabs.com at 2023-08-15 by soapblock.sh,false
redsnake.io,suspend,false,false,Soapbox detected on redsnake.io at 2023-08-05 by soapblock.sh,false
reinhart1010.id,suspend,false,false,Soapbox detected on logs.reinhart1010.id at 2024-05-07 by soapblock.sh,false
replicant.pl,suspend,false,false,Soapbox detected on replicant.pl at 2023-08-05 by soapblock.sh,false
retroedge.tech,suspend,false,false,Soapbox detected on social.retroedge.tech at 2023-08-05 by soapblock.sh,false
returtle.com,suspend,false,false,Soapbox detected on returtle.com at 2023-08-05 by soapblock.sh,false
rucksfuchs.de,suspend,false,false,Soapbox detected on social.rucksfuchs.de at 2023-08-05 by soapblock.sh,false
ruoiu.app,suspend,false,false,Soapbox detected on social.ruoiu.app at 2023-08-12 by soapblock.sh,false
saghul.net,suspend,false,false,Soapbox detected on social.saghul.net at 2023-08-05 by soapblock.sh,false
salastil.com,suspend,false,false,Soapbox detected on pleroma.salastil.com at 2023-08-05 by soapblock.sh,false
samicrusader.me,suspend,false,false,Soapbox detected on soapbox.samicrusader.me at 2023-08-05 by soapblock.sh,false
samizdatpixelpress.net,suspend,false,false,Soapbox detected on social.samizdatpixelpress.net at 2023-08-05 by soapblock.sh,false
sanfranciscan.org,suspend,false,false,Soapbox detected on social.sanfranciscan.org at 2023-08-15 by soapblock.sh,false
sankara.me,suspend,false,false,Soapbox detected on social.sankara.me at 2023-08-12 by soapblock.sh,false
saramara.ai,suspend,false,false,Soapbox detected on easy.saramara.ai at 2023-08-11 by soapblock.sh,false
scamdemic.party,suspend,false,false,Soapbox detected on cyber.scamdemic.party at 2023-08-05 by soapblock.sh,false
sea.social,suspend,false,false,Soapbox detected on sea.social at 2023-08-05 by soapblock.sh,false
severa.name,suspend,false,false,Soapbox detected on social.severa.name at 2023-08-12 by soapblock.sh,false
shinkai.party,suspend,false,false,Soapbox detected on shinkai.party at 2023-08-12 by soapblock.sh,false
sideras.net,suspend,false,false,Soapbox detected on fediverse.sideras.net at 2024-01-20 by soapblock.sh,false
simplo.social,suspend,false,false,Soapbox detected on simplo.social at 2023-08-05 by soapblock.sh,false
skux.life,suspend,false,false,Soapbox detected on the.skux.life at 2024-01-19 by soapblock.sh,false
skyenet.social,suspend,false,false,Soapbox detected on skyenet.social at 2023-08-12 by soapblock.sh,false
smallint.net,suspend,false,false,Soapbox detected on social.smallint.net at 2023-08-05 by soapblock.sh,false
smokecircle.co,suspend,false,false,Soapbox detected on smokecircle.co at 2023-08-05 by soapblock.sh,false
smuganimeavatar.xyz,suspend,false,false,Soapbox detected on smuganimeavatar.xyz at 2023-08-05 by soapblock.sh,false
sneed.vip,suspend,false,false,Soapbox detected on sneed.vip at 2023-08-12 by soapblock.sh,false
soapbox.pub,suspend,false,false,Soapbox detected on fe.soapbox.pub at 2023-08-05 by soapblock.sh,false
socialgoblins.club,suspend,false,false,Soapbox detected on socialgoblins.club at 2023-08-05 by soapblock.sh,false
sociall.se,suspend,false,false,Soapbox detected on sociall.se at 2024-03-28 by soapblock.sh,false
softwareguild.org,suspend,false,false,Soapbox detected on softwareguild.org at 2023-09-28 by soapblock.sh,false
solimano.org,suspend,false,false,Soapbox detected on fedi.solimano.org at 2024-03-28 by soapblock.sh,false
soulcrash.net,suspend,false,false,Soapbox detected on soulcrash.net at 2023-08-12 by soapblock.sh,false
